title,company,location,job_url,posted_text,posted_date,experience,salary,skills,job_type,salary_min,salary_max
Data Scientist-Artificial Intelligence,IBM,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/data-scientist-artificial-intelligence-at-ibm-4446243677?position=30&pageNum=0&refId=hZuiqwOOtcQp0Nopt52now%3D%3D&trackingId=inuiRt2llZFxbcpH29bRXg%3D%3D,19 hours ago,2026-08-25,Mid-Senior level,"₹1,000,000.00
            -
            ₹1,200,000.00","Python, SQL, Machine Learning, Artificial Intelligence, NLP, TensorFlow, PyTorch, Keras, Hugging Face, Pandas, Matplotlib, AWS, Azure, GCP, Kubernetes, MongoDB",Full-time,1000000.0,1200000.0
Lead Data Scientist,XCaliber Health,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/lead-data-scientist-at-xcaliber-health-4434281766?position=31&pageNum=0&refId=hZuiqwOOtcQp0Nopt52now%3D%3D&trackingId=iRRbIGwJpjvyCkt7lF%2BTfQ%3D%3D,1 month ago,2026-06-28,Mid-Senior level,,"Python, Machine Learning, NLP",Full-time,,
Principal Data Scientist,JAGGAER,Greater Hyderabad Area,https://in.linkedin.com/jobs/view/principal-data-scientist-at-jaggaer-4451521110?position=32&pageNum=0&refId=hZuiqwOOtcQp0Nopt52now%3D%3D&trackingId=0Pj1E1oLdhBFVCpd%2FE2lxw%3D%3D,2 weeks ago,2026-08-10,Mid-Senior level,,"Python, SQL, R, TensorFlow, PyTorch, Pandas, Scikit-learn, Tableau, AWS, Azure, GCP, Docker, Kubernetes, Git",Full-time,,
Senior Data Scientist,Sonatype,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/senior-data-scientist-at-sonatype-4448280537?position=33&pageNum=0&refId=hZuiqwOOtcQp0Nopt52now%3D%3D&trackingId=0P4ofcSc%2Br8UCqsGrCPqUw%3D%3D,1 day ago,2026-08-25,Associate,"₹4,000,000.00
            -
            ₹5,500,000.00","Python, Java, Machine Learning, Deep Learning, Artificial Intelligence, TensorFlow, PyTorch, Scikit-learn, AWS, Databricks, Git",Full-time,4000000.0,5500000.0
Senior Data Scientist,Skan AI,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-data-scientist-at-skan-ai-4456247269?position=34&pageNum=0&refId=hZuiqwOOtcQp0Nopt52now%3D%3D&trackingId=OlI2NxuNzuXPMvirDxJeCw%3D%3D,4 days ago,2026-08-21,Mid-Senior level,,"Python, Deep Learning, NLP, Spark, Databricks",Full-time,,
Senior Data Scientist,Aligned Automation,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/senior-data-scientist-at-aligned-automation-4454272168?position=35&pageNum=0&refId=hZuiqwOOtcQp0Nopt52now%3D%3D&trackingId=ArD9p4ncRWwUZM7oX%2F%2FuCQ%3D%3D,1 week ago,2026-08-13,Mid-Senior level,,"Python, Machine Learning, TensorFlow, PyTorch, Pandas, Scikit-learn",Full-time,,
Senior Data Scientist,SourcingXPress,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/senior-data-scientist-at-sourcingxpress-4377843079?position=36&pageNum=0&refId=hZuiqwOOtcQp0Nopt52now%3D%3D&trackingId=NM2Ny9fts9wmNGdmDuiQmw%3D%3D,5 months ago,2026-02-27,Mid-Senior level,"Base pay range ₹3,500,000.00/yr - ₹5,000,000.00/yr","Python, SQL, Machine Learning, AWS, Azure, GCP, Docker, Spark",Full-time,3500000.0,5000000.0
Senior Data Scientist,CitiusTech,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/senior-data-scientist-at-citiustech-4447280305?position=37&pageNum=0&refId=hZuiqwOOtcQp0Nopt52now%3D%3D&trackingId=Kw%2FgCjxZscQvxcm1kt9%2Bxg%3D%3D,3 weeks ago,2026-07-31,Mid-Senior level,"₹4,000,000.00
            -
            ₹5,500,000.00","Python, SQL, Machine Learning, NLP, TensorFlow, PyTorch, Scikit-learn, Power BI, Tableau, Azure, Databricks",Full-time,4000000.0,5500000.0
Staff Data Scientist – Healthcare,Anblicks,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/staff-data-scientist-%E2%80%93-healthcare-at-anblicks-4425796423?position=38&pageNum=0&refId=hZuiqwOOtcQp0Nopt52now%3D%3D&trackingId=rI6ehXmV04vOQaqnnmRyiQ%3D%3D,2 months ago,2026-06-15,Mid-Senior level,,"Python, R, Machine Learning, Deep Learning, AWS, Docker, Kubernetes, Spark, Databricks",Full-time,,
Machine Learning-AI and Data Science Engineer III,Deloitte,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/machine-learning-ai-and-data-science-engineer-iii-at-deloitte-4425095675?position=39&pageNum=0&refId=hZuiqwOOtcQp0Nopt52now%3D%3D&trackingId=AuWcK2FhD1MRJshWX8uvSw%3D%3D,1 week ago,2026-08-15,Not Applicable,,"Python, SQL, Machine Learning, Artificial Intelligence, Pandas, NumPy, Scikit-learn, Tableau, AWS, Azure, GCP, Docker, Databricks, Git",Full-time,,
Senior Data Scientist,Cognite,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-data-scientist-at-cognite-4446547646?position=40&pageNum=0&refId=hZuiqwOOtcQp0Nopt52now%3D%3D&trackingId=UrBrz4yAn%2BErmc0tihmQVw%3D%3D,6 days ago,2026-08-19,Mid-Senior level,,"Python, SQL, Machine Learning, AWS, Azure, GCP, Git",Full-time,,
Machine Learning-Lead AI and Data Science Engineer II,Deloitte,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/machine-learning-lead-ai-and-data-science-engineer-ii-at-deloitte-4440237541?position=41&pageNum=0&refId=hZuiqwOOtcQp0Nopt52now%3D%3D&trackingId=%2FPhVDwwErGv036nZXaxGSQ%3D%3D,2 weeks ago,2026-08-06,Not Applicable,,"Python, SQL, Deep Learning, NLP, TensorFlow, PyTorch, Keras, AWS, Azure, GCP, Docker, Git",Full-time,,
Machine Learning Engineer/Data Engineer,Adient,"Pune City, Maharashtra, India",https://in.linkedin.com/jobs/view/machine-learning-engineer-data-engineer-at-adient-4411506846?position=42&pageNum=0&refId=hZuiqwOOtcQp0Nopt52now%3D%3D&trackingId=odlNke9Zy0Vu%2Fv%2FjSZ144Q%3D%3D,3 months ago,2026-05-14,Mid-Senior level,"₹1,500,000.00
            -
            ₹2,500,000.00","Python, SQL, Machine Learning, Pandas, NumPy, Scikit-learn, Matplotlib, Azure",Full-time,1500000.0,2500000.0
Data Scientist III,Navi,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/data-scientist-iii-at-navi-4448539970?position=43&pageNum=0&refId=hZuiqwOOtcQp0Nopt52now%3D%3D&trackingId=YmgGhbMFQuzQOnTQBfEirQ%3D%3D,3 weeks ago,2026-08-04,Mid-Senior level,,"Python, Machine Learning, Deep Learning, TensorFlow, Keras, Scikit-learn",Full-time,,
Senior Lead Data Scientist,4flow,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-lead-data-scientist-at-4flow-4443937418?position=44&pageNum=0&refId=hZuiqwOOtcQp0Nopt52now%3D%3D&trackingId=%2BLKL%2FSOs5U5V%2Fc6rgdQnHg%3D%3D,1 week ago,2026-08-13,Mid-Senior level,,Machine Learning,Full-time,,
Lead Data scientist,Philips,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/lead-data-scientist-at-philips-4448528032?position=45&pageNum=0&refId=hZuiqwOOtcQp0Nopt52now%3D%3D&trackingId=T6YRFE%2FpfpN6Kk7fzsoIbg%3D%3D,1 hour ago,2026-08-26,Mid-Senior level,,"Python, SQL, Machine Learning, Deep Learning, NLP, TensorFlow, PyTorch, AWS, Azure",Full-time,,
DataNimbus - ML Architect - Data Science,DataNimbus,Greater Kolkata Area,https://in.linkedin.com/jobs/view/datanimbus-ml-architect-data-science-at-datanimbus-4445358620?position=46&pageNum=0&refId=hZuiqwOOtcQp0Nopt52now%3D%3D&trackingId=vhFBEXJp2uCTUe4kuDfY0w%3D%3D,1 month ago,2026-07-26,Mid-Senior level,"₹500,000.00
            -
            ₹3,500,000.00","Machine Learning, TensorFlow, PyTorch, Pandas, Scikit-learn, AWS, Azure, GCP, Spark, Databricks",Full-time,500000.0,3500000.0
Analyst - Data Scientist,United Airlines India Knowledge Center,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/analyst-data-scientist-at-united-airlines-india-knowledge-center-4450731636?position=47&pageNum=0&refId=hZuiqwOOtcQp0Nopt52now%3D%3D&trackingId=H6Cr%2FC87HOcpsJ75ld%2Fazw%3D%3D,2 weeks ago,2026-08-07,Entry level,"₹1,200,000.00
            -
            ₹1,800,000.00","Python, SQL, Machine Learning, Artificial Intelligence, AWS, Azure, GCP, Git",Full-time,1200000.0,1800000.0
Digital Manager,EY,"Kolkata, West Bengal, India",https://in.linkedin.com/jobs/view/digital-manager-at-ey-4456528091?position=48&pageNum=0&refId=hZuiqwOOtcQp0Nopt52now%3D%3D&trackingId=%2BSSOcmot9uh6%2FypVri2c8w%3D%3D,1 day ago,2026-08-24,,,,,,
Senior Data Scientist (5 to 8 Years),Fractal,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-data-scientist-5-to-8-years-at-fractal-4389546678?position=49&pageNum=0&refId=hZuiqwOOtcQp0Nopt52now%3D%3D&trackingId=Q%2F%2BoEnnRMQw67N6fvpDVoQ%3D%3D,1 week ago,2026-08-14,Mid-Senior level,,"Python, R, Machine Learning, Azure, GCP, Spark, Databricks",Full-time,,
Product Specialist,Bajaj Finserv,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/product-specialist-at-bajaj-finserv-4420472918?position=50&pageNum=0&refId=hZuiqwOOtcQp0Nopt52now%3D%3D&trackingId=cKZrK6BuVqb98x2atCrcDw%3D%3D,2 months ago,2026-05-28,Associate,,"Python, SQL, TensorFlow, PyTorch, Pandas, Spark, MongoDB, Git",Full-time,,
Data Scientist 10+yrs,IQLEXA Technologies,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/data-scientist-10%2Byrs-at-iqlexa-technologies-4454168982?position=51&pageNum=0&refId=hZuiqwOOtcQp0Nopt52now%3D%3D&trackingId=mcdjKEeGvmVIe4Z57C%2FECg%3D%3D,5 days ago,2026-08-21,Entry level,,"Python, SQL, Machine Learning, Deep Learning, NLP, TensorFlow, PyTorch, Pandas, NumPy, Scikit-learn, AWS, Azure, GCP, Spark",Full-time,,
Data Scientist,EXL,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/data-scientist-at-exl-4446724288?position=52&pageNum=0&refId=hZuiqwOOtcQp0Nopt52now%3D%3D&trackingId=%2BKWjiGxyxHZbBDb%2Fz19yBw%3D%3D,5 days ago,2026-08-20,Mid-Senior level,"₹1,000,000.00
            -
            ₹1,200,000.00","Python, SQL, Machine Learning, Deep Learning, NLP, Pandas, NumPy, Scikit-learn, AWS, Azure, Spark, Databricks",Full-time,1000000.0,1200000.0
Straviso - Data Scientist - Artificial Intelligence/Machine Learning,StraViso,Greater Kolkata Area,https://in.linkedin.com/jobs/view/straviso-data-scientist-artificial-intelligence-machine-learning-at-straviso-4438549287?position=53&pageNum=0&refId=hZuiqwOOtcQp0Nopt52now%3D%3D&trackingId=Wm%2B%2BXdxnfUAWE%2B5WepMHTQ%3D%3D,1 month ago,2026-07-09,Mid-Senior level,,"Python, SQL, Machine Learning, Deep Learning, Artificial Intelligence, NLP, TensorFlow, PyTorch, Hugging Face, Scikit-learn, AWS, Azure, GCP, Docker, Kubernetes, Git",Full-time,,
Principal Data Scientist - Digital Health,Alcon,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/principal-data-scientist-digital-health-at-alcon-4450090718?position=54&pageNum=0&refId=hZuiqwOOtcQp0Nopt52now%3D%3D&trackingId=iMuEfTmkEbcJqt5T3bh5yw%3D%3D,2 weeks ago,2026-08-07,Mid-Senior level,,"Python, SQL, Deep Learning, AWS, Azure, GCP",Full-time,,
Sr Data Scientist,HERE Technologies,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/sr-data-scientist-at-here-technologies-4442723388?position=55&pageNum=0&refId=hZuiqwOOtcQp0Nopt52now%3D%3D&trackingId=ExI%2FeORZklOuuXSWPe%2Fr4Q%3D%3D,2 weeks ago,2026-08-11,Mid-Senior level,"$60.00
            -
            $65.00","Python, SQL, R, Machine Learning, Deep Learning, Spark",Full-time,60.0,65.0
"Data Scientist – AI, Machine Learning & Analytics",CodeClouds,Greater Kolkata Area,https://in.linkedin.com/jobs/view/data-scientist-%E2%80%93-ai-machine-learning-analytics-at-codeclouds-4435630109?position=56&pageNum=0&refId=hZuiqwOOtcQp0Nopt52now%3D%3D&trackingId=KVX4KfIr3YxgU2tPVfkWuA%3D%3D,2 months ago,2026-06-14,Mid-Senior level,,"Machine Learning, Deep Learning",Full-time,,
Lead Data Scientist,Accenture in India,"Kochi, Kerala, India",https://in.linkedin.com/jobs/view/lead-data-scientist-at-accenture-in-india-4448345079?position=57&pageNum=0&refId=hZuiqwOOtcQp0Nopt52now%3D%3D&trackingId=tiLtbCRdkSOyqjbGlFjrhQ%3D%3D,23 hours ago,2026-08-25,,,,,,
Senior Data Scientist,UsefulBI Corporation,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-data-scientist-at-usefulbi-corporation-4448171986?position=58&pageNum=0&refId=hZuiqwOOtcQp0Nopt52now%3D%3D&trackingId=qEnLgutT8nsPEyd6n%2BJ0LQ%3D%3D,3 weeks ago,2026-08-03,,,,,,
"Data Scientist II , Ultra",Affle,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-scientist-ii-ultra-at-affle-4450139004?position=59&pageNum=0&refId=hZuiqwOOtcQp0Nopt52now%3D%3D&trackingId=jOqHmLIfxRF0btNA%2FMJHXg%3D%3D,1 month ago,2026-07-18,,,,,,
Affle India - Data Scientist II,Affle,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/affle-india-data-scientist-ii-at-affle-4425952117?position=60&pageNum=0&refId=hZuiqwOOtcQp0Nopt52now%3D%3D&trackingId=lmR9sPa0ij%2BAbTvVl%2BDzCA%3D%3D,2 months ago,2026-06-09,Mid-Senior level,"₹1,200,000.00
            -
            ₹1,800,000.00","Python, SQL, Machine Learning, GCP",Full-time,1200000.0,1800000.0
Lead - Data & AI,Adani Natural Resources,"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/lead-data-ai-at-adani-natural-resources-4427195843?position=1&pageNum=0&refId=1jFvyh9RiZI%2FMc%2Bi5QFy7Q%3D%3D&trackingId=YMROGJKzoT3bX1YJIzgonw%3D%3D,1 week ago,2026-08-13,Mid-Senior level,,,Full-time,,
AI Data Engineer [T500-28265],Comply,"Kochi, Kerala, India",https://in.linkedin.com/jobs/view/ai-data-engineer-t500-28265-at-comply-4450235303?position=2&pageNum=0&refId=1jFvyh9RiZI%2FMc%2Bi5QFy7Q%3D%3D&trackingId=e9imdXhdI7LFBozXYPuVZQ%3D%3D,2 weeks ago,2026-08-06,Mid-Senior level,,"Python, AWS, Azure, GCP",Full-time,,
AI / ML Engineer,Accenture in India,"Coimbatore, Tamil Nadu, India",https://in.linkedin.com/jobs/view/ai-ml-engineer-at-accenture-in-india-4448497520?position=3&pageNum=0&refId=1jFvyh9RiZI%2FMc%2Bi5QFy7Q%3D%3D&trackingId=2NhNABYGYwUtyNMjiKMYog%3D%3D,2 weeks ago,2026-08-07,Mid-Senior level,"₹500,000.00
            -
            ₹1,800,000.00","Python, R, Machine Learning, Deep Learning, Artificial Intelligence",Full-time,500000.0,1800000.0
Data Platform Engineer,Accenture in India,"Bhubaneswar, Odisha, India",https://in.linkedin.com/jobs/view/data-platform-engineer-at-accenture-in-india-4448338922?position=4&pageNum=0&refId=1jFvyh9RiZI%2FMc%2Bi5QFy7Q%3D%3D&trackingId=J8ssk49Y7808Rr37LvieWQ%3D%3D,21 hours ago,2026-08-25,Mid-Senior level,,Databricks,Full-time,,
AI Engineer,Shamrock AI,"Shillong, Meghalaya, India",https://in.linkedin.com/jobs/view/ai-engineer-at-shamrock-ai-4430825102?position=5&pageNum=0&refId=1jFvyh9RiZI%2FMc%2Bi5QFy7Q%3D%3D&trackingId=kEgWcxKNc14HJGJiIQZfTQ%3D%3D,2 months ago,2026-06-22,Mid-Senior level,,"Python, R, Kubernetes, Databricks",Full-time,,
Data Scientist-Artificial Intelligence,IBM,"Kochi, Kerala, India",https://in.linkedin.com/jobs/view/data-scientist-artificial-intelligence-at-ibm-4446241710?position=6&pageNum=0&refId=1jFvyh9RiZI%2FMc%2Bi5QFy7Q%3D%3D&trackingId=fh5Uh%2FzoSPcU2KdBDDoQ%2FA%3D%3D,19 hours ago,2026-08-25,Mid-Senior level,"₹1,000,000.00
            -
            ₹3,000,000.00","Python, SQL, Machine Learning, Artificial Intelligence, NLP, TensorFlow, PyTorch, Keras, Hugging Face, Pandas, Matplotlib, AWS, Azure, GCP, Kubernetes, MongoDB",Full-time,1000000.0,3000000.0
AI Engineer — Digital Transformation,Qube Cinema,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/ai-engineer-%E2%80%94-digital-transformation-at-qube-cinema-4432005120?position=7&pageNum=0&refId=1jFvyh9RiZI%2FMc%2Bi5QFy7Q%3D%3D&trackingId=xfIhZj9v%2BU84igwPQo7bLA%3D%3D,2 months ago,2026-06-22,Mid-Senior level,"₹2,500,000.00
            -
            ₹4,500,000.00","Python, SQL, R, Machine Learning, Deep Learning, NLP, TensorFlow, PyTorch, Pandas, NumPy, Scikit-learn, Docker, PostgreSQL, Git",Full-time,2500000.0,4500000.0
AI/ML Data Science / Gen AI / MLOps,Cognizant,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/ai-ml-data-science-gen-ai-mlops-at-cognizant-4447622047?position=8&pageNum=0&refId=1jFvyh9RiZI%2FMc%2Bi5QFy7Q%3D%3D&trackingId=ZgHKtVagC656DT8uWAGRcg%3D%3D,2 days ago,2026-08-23,Mid-Senior level,"₹1,500,000.00
            -
            ₹2,500,000.00","Python, Machine Learning, TensorFlow, PyTorch, Azure, Docker, Kubernetes",Full-time,1500000.0,2500000.0
India: AI Analyst,H&P,"Taleigao, Goa, India",https://in.linkedin.com/jobs/view/india-ai-analyst-at-h-p-4435427574?position=9&pageNum=0&refId=1jFvyh9RiZI%2FMc%2Bi5QFy7Q%3D%3D&trackingId=U0pKYZKFhlKvb%2FNC9RSHHg%3D%3D,1 week ago,2026-08-14,Mid-Senior level,"₹50,000.00
            -
            ₹60,000.00","Python, Machine Learning, Deep Learning, NLP, TensorFlow, PyTorch, Scikit-learn, Azure, Databricks",Full-time,50000.0,60000.0
DE-Python-AI-GDS,EY,"Kochi, Kerala, India",https://in.linkedin.com/jobs/view/de-python-ai-gds-at-ey-4409620299?position=10&pageNum=0&refId=1jFvyh9RiZI%2FMc%2Bi5QFy7Q%3D%3D&trackingId=MOtkNG328KshgEIby5RQKg%3D%3D,5 days ago,2026-08-20,Mid-Senior level,"₹1,000,000.00
            -
            ₹3,000,000.00","Python, SQL, AWS, Docker, Kubernetes, PostgreSQL",Full-time,1000000.0,3000000.0
Predictive Analytics Data Scientist-AI Labs,Adani Enterprises Limited,"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/predictive-analytics-data-scientist-ai-labs-at-adani-enterprises-limited-4394339706?position=11&pageNum=0&refId=1jFvyh9RiZI%2FMc%2Bi5QFy7Q%3D%3D&trackingId=cUNEyImorI9Mo%2FncmivS6g%3D%3D,1 week ago,2026-08-15,Entry level,"₹800,000.00
            -
            ₹1,200,000.00","Machine Learning, Deep Learning, Artificial Intelligence, AWS, Azure, GCP, Docker, Kubernetes",Full-time,800000.0,1200000.0
Data Scientist,Ericsson,Greater Kolkata Area,https://in.linkedin.com/jobs/view/data-scientist-at-ericsson-4455624551?position=12&pageNum=0&refId=1jFvyh9RiZI%2FMc%2Bi5QFy7Q%3D%3D&trackingId=wxxWCr6XZOx%2F20JVD0MySA%3D%3D,6 days ago,2026-08-20,Not Applicable,,"Python, Machine Learning, Deep Learning, NLP, AWS, Kubernetes, Databricks",Full-time,,
Head - Data & AI,Adani Natural Resources,"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/head-data-ai-at-adani-natural-resources-4442128262?position=13&pageNum=0&refId=1jFvyh9RiZI%2FMc%2Bi5QFy7Q%3D%3D&trackingId=POuiDjU4nDoefMgw3RCiOw%3D%3D,2 weeks ago,2026-08-07,Mid-Senior level,,,Full-time,,
Tech Lead - AI and Analytics Solutions,NavaSys Technologies,"Coimbatore, Tamil Nadu, India",https://in.linkedin.com/jobs/view/tech-lead-ai-and-analytics-solutions-at-navasys-technologies-4442333161?position=14&pageNum=0&refId=1jFvyh9RiZI%2FMc%2Bi5QFy7Q%3D%3D&trackingId=%2FvXNiUns9IbNHkyiBwXitw%3D%3D,1 month ago,2026-07-26,Mid-Senior level,"₹3,000,000.00
            -
            ₹5,000,000.00","Python, SQL, TensorFlow, PyTorch, Scikit-learn, AWS, Azure, GCP, Spark",Full-time,3000000.0,5000000.0
AI Architect,Rhythm Innovations,"Bhubaneswar, Odisha, India",https://in.linkedin.com/jobs/view/ai-architect-at-rhythm-innovations-4395995137?position=15&pageNum=0&refId=1jFvyh9RiZI%2FMc%2Bi5QFy7Q%3D%3D&trackingId=oFZcMH7W%2BL9yaeiH79FXUA%3D%3D,4 months ago,2026-04-08,Mid-Senior level,,"Python, SQL, R, Java, Machine Learning, Artificial Intelligence, NLP, TensorFlow, PyTorch, Scikit-learn, AWS, Azure, Spark",Full-time,,
Data Scientist,Neurealm,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/data-scientist-at-neurealm-4446730739?position=16&pageNum=0&refId=1jFvyh9RiZI%2FMc%2Bi5QFy7Q%3D%3D&trackingId=W6IHykNYKfLBJKF2KXaPYQ%3D%3D,3 weeks ago,2026-07-30,Associate,"₹1,000,000.00
            -
            ₹3,000,000.00","Python, SQL, Machine Learning, NLP, TensorFlow, PyTorch, Hugging Face, Scikit-learn, AWS, Azure, GCP, Docker",Full-time,1000000.0,3000000.0
Junior AI Specialist,Miratech,"Roorkee, Uttarakhand, India",https://in.linkedin.com/jobs/view/junior-ai-specialist-at-miratech-4455864405?position=17&pageNum=0&refId=1jFvyh9RiZI%2FMc%2Bi5QFy7Q%3D%3D&trackingId=8mUdZjaSUf2YgVx2n0pOhw%3D%3D,2 days ago,2026-08-24,Mid-Senior level,"₹850,000.00
            -
            ₹2,400,000.00","Python, SQL, Machine Learning, NLP, TensorFlow, PyTorch, Pandas, NumPy, Scikit-learn, AWS, Azure, GCP",Full-time,850000.0,2400000.0
Data Architect I - AI ML Architect,UST,"Trivandrum, Kerala, India",https://in.linkedin.com/jobs/view/data-architect-i-ai-ml-architect-at-ust-4412006662?position=18&pageNum=0&refId=1jFvyh9RiZI%2FMc%2Bi5QFy7Q%3D%3D&trackingId=aFJpdlC0ynEIwvIK6oB81w%3D%3D,2 weeks ago,2026-08-09,Mid-Senior level,"₹2,500,000.00
            -
            ₹5,500,000.00","Machine Learning, Artificial Intelligence, TensorFlow, PyTorch, Scikit-learn, AWS, Azure, Spark",Full-time,2500000.0,5500000.0
GEN AI Developer,Birlasoft,Greater Hyderabad Area,https://in.linkedin.com/jobs/view/gen-ai-developer-at-birlasoft-4439874927?position=19&pageNum=0&refId=1jFvyh9RiZI%2FMc%2Bi5QFy7Q%3D%3D&trackingId=yFEB95G2w%2BeMGFw5EY6QPQ%3D%3D,3 weeks ago,2026-08-05,Mid-Senior level,,"Python, Artificial Intelligence, NLP, TensorFlow, PyTorch, Hugging Face, Scikit-learn, Matplotlib, AWS, Azure, GCP, Databricks, Git",Full-time,,
Data Scientist,KANINI,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/data-scientist-at-kanini-4386537210?position=20&pageNum=0&refId=1jFvyh9RiZI%2FMc%2Bi5QFy7Q%3D%3D&trackingId=Pf5%2FhifQUZZl84tY0SVVbg%3D%3D,5 months ago,2026-03-16,Mid-Senior level,"₹1,000,000.00
            -
            ₹3,000,000.00","Python, Java, AWS, Azure, GCP, Docker, Kubernetes",Full-time,1000000.0,3000000.0
Agentic Solutions-AI and Data Science Engineer II,Deloitte,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/agentic-solutions-ai-and-data-science-engineer-ii-at-deloitte-4457918380?position=21&pageNum=0&refId=1jFvyh9RiZI%2FMc%2Bi5QFy7Q%3D%3D&trackingId=7oJyKywE5043GbBmdxR0XA%3D%3D,2 hours ago,2026-08-26,Not Applicable,,"Python, SQL, Deep Learning, Artificial Intelligence, NLP, Docker, Git",Full-time,,
GEN AI,Virtusa,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/gen-ai-at-virtusa-4388473468?position=22&pageNum=0&refId=1jFvyh9RiZI%2FMc%2Bi5QFy7Q%3D%3D&trackingId=mno3bY1SZJikJLA%2BbhEtMw%3D%3D,4 days ago,2026-08-22,Associate,,"Python, Machine Learning, NLP, GCP",Full-time,,
AI Engineer (Data &amp; AI Practice),Kasadara Technology Solutions,"Coimbatore, Tamil Nadu, India",https://in.linkedin.com/jobs/view/ai-engineer-data-amp-ai-practice-at-kasadara-technology-solutions-4449456176?position=23&pageNum=0&refId=1jFvyh9RiZI%2FMc%2Bi5QFy7Q%3D%3D&trackingId=7lCZE6S6Dkp1Zxea1UtO2Q%3D%3D,3 weeks ago,2026-08-05,Mid-Senior level,"₹3,000,000.00
            -
            ₹5,000,000.00","Python, SQL, Machine Learning, Deep Learning, Artificial Intelligence, NLP, Power BI, Azure, Docker, Kubernetes, Databricks, PostgreSQL, Git",Full-time,3000000.0,5000000.0
Data Scientist (Microsoft 365 Copilot / AI),Vivantify Technology Solutions India Pvt. Ltd.,"Vadodara, Gujarat, India",https://in.linkedin.com/jobs/view/data-scientist-microsoft-365-copilot-ai-at-vivantify-technology-solutions-india-pvt-ltd-4457401756?position=24&pageNum=0&refId=1jFvyh9RiZI%2FMc%2Bi5QFy7Q%3D%3D&trackingId=Ni5DSpNBx6JuFQGe3XUtXw%3D%3D,1 day ago,2026-08-25,Not Applicable,"₹3,500,000.00
            -
            ₹4,000,000.00","Python, SQL, Java, Azure",Full-time,3500000.0,4000000.0
Data Scientist – LLM & Applied AI,OmniMD,"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/data-scientist-%E2%80%93-llm-applied-ai-at-omnimd-4457907801?position=25&pageNum=0&refId=1jFvyh9RiZI%2FMc%2Bi5QFy7Q%3D%3D&trackingId=6dib5FJAcCIbbkjohyoSug%3D%3D,52 minutes ago,2026-08-26,Entry level,"₹18.00
            -
            ₹20.00",,Full-time,18.0,20.0
Data Scientist,Celebal Technologies,"Jaipur, Rajasthan, India",https://in.linkedin.com/jobs/view/data-scientist-at-celebal-technologies-4453514682?position=26&pageNum=0&refId=1jFvyh9RiZI%2FMc%2Bi5QFy7Q%3D%3D&trackingId=f9WJxEkdqbMVqEEssO1oMQ%3D%3D,1 week ago,2026-08-14,Mid-Senior level,"₹100,000.00
            -
            ₹120,000.00","Python, Machine Learning, Deep Learning, NLP, TensorFlow, PyTorch, Keras, Hugging Face, Pandas, NumPy, Scikit-learn, AWS, Azure, GCP",Full-time,100000.0,120000.0
